Driver,GrandPrix,DriverPointsPerRace,TeamPointsPerRace,GridPosition,FinishPosition,PitStops,Stint1Length,Stint1Compound,Stint2Length,Stint2Compound,Stint3Length,Stint3Compound,Stint4Length,Stint4Compound,Strategy,Laps,LengthKM,TurnCount,DrsZones,PitLaneLengthM,DegradationLevel,StreetCircuit,AvgTrackTemp,AvgAirTemp,AvgHumidity,RainfallMM,SafetyCarLaps
HAM,Russian Grand Prix 2019,19.733333333333334,35.13333333333333,2.0,1.0,1,28,C3,25,C4,0,,0,,C3-C4,53,5.848,18,2,418,Low,False,34.33206106870229,22.02977099236641,67.41526717557252,0.007633587786259542,9
BOT,Russian Grand Prix 2019,15.4,35.13333333333333,4.0,2.0,1,28,C3,25,C4,0,,0,,C3-C4,53,5.848,18,2,418,Low,False,34.33206106870229,22.02977099236641,67.41526717557252,0.007633587786259542,9
LEC,Russian Grand Prix 2019,13.333333333333334,26.266666666666666,1.0,3.0,2,22,C4,9,C3,22,C4,0,,C4-C3-C4,53,5.848,18,2,418,Low,False,34.33206106870229,22.02977099236641,67.41526717557252,0.007633587786259542,9
VER,Russian Grand Prix 2019,13.333333333333334,19.266666666666666,9.0,4.0,1,28,C4,25,C3,0,,0,,C4-C3,53,5.848,18,2,418,Low,False,34.33206106870229,22.02977099236641,67.41526717557252,0.007633587786259542,9
ALB,Russian Grand Prix 2019,2.8,19.266666666666666,0.0,5.0,1,29,C3,24,C4,0,,0,,C3-C4,53,5.848,18,2,418,Low,False,34.33206106870229,22.02977099236641,67.41526717557252,0.007633587786259542,9
SAI,Russian Grand Prix 2019,3.8666666666666667,5.933333333333334,5.0,6.0,1,21,C4,32,C3,0,,0,,C4-C3,53,5.848,18,2,418,Low,False,34.33206106870229,22.02977099236641,67.41526717557252,0.007633587786259542,9
PER,Russian Grand Prix 2019,1.8,3.066666666666667,11.0,7.0,1,23,C4,30,C3,0,,0,,C4-C3,53,5.848,18,2,418,Low,False,34.33206106870229,22.02977099236641,67.41526717557252,0.007633587786259542,9
NOR,Russian Grand Prix 2019,2.066666666666667,5.933333333333334,7.0,8.0,1,20,C4,33,C3,0,,0,,C4-C3,53,5.848,18,2,418,Low,False,34.33206106870229,22.02977099236641,67.41526717557252,0.007633587786259542,9
MAG,Russian Grand Prix 2019,1.2,1.7333333333333334,13.0,9.0,1,27,C4,26,C3,0,,0,,C4-C3,53,5.848,18,2,418,Low,False,34.33206106870229,22.02977099236641,67.41526717557252,0.007633587786259542,9
HUL,Russian Grand Prix 2019,2.2,4.466666666666667,6.0,10.0,2,16,C4,13,C3,24,C4,0,,C4-C3-C4,53,5.848,18,2,418,Low,False,34.33206106870229,22.02977099236641,67.41526717557252,0.007633587786259542,9
STR,Russian Grand Prix 2019,1.2666666666666666,3.066666666666667,14.0,11.0,1,27,C3,26,C4,0,,0,,C3-C4,53,5.848,18,2,418,Low,False,34.33206106870229,22.02977099236641,67.41526717557252,0.007633587786259542,9
KVY,Russian Grand Prix 2019,2.2,3.6666666666666665,19.0,12.0,2,27,C2,3,C4,23,C4,0,,C2-C4-C4,53,5.848,18,2,418,Low,False,34.33206106870229,22.02977099236641,67.41526717557252,0.007633587786259542,9
RAI,Russian Grand Prix 2019,2.066666666666667,2.3333333333333335,15.0,13.0,2,9,C3,18,C3,26,C4,0,,C3-C3-C4,53,5.848,18,2,418,Low,False,34.33206106870229,22.02977099236641,67.41526717557252,0.007633587786259542,9
GAS,Russian Grand Prix 2019,4.6,3.6666666666666665,16.0,14.0,1,26,C3,27,C4,0,,0,,C3-C4,53,5.848,18,2,418,Low,False,34.33206106870229,22.02977099236641,67.41526717557252,0.007633587786259542,9
GIO,Russian Grand Prix 2019,0.26666666666666666,2.3333333333333335,12.0,15.0,2,2,C4,25,C2,26,C3,0,,C4-C2-C3,53,5.848,18,2,418,Low,False,34.33206106870229,22.02977099236641,67.41526717557252,0.007633587786259542,9
BOT,Japanese Grand Prix 2019,15.5625,35.6875,3.0,1.0,2,17,C3,19,C2,17,C3,0,,C3-C2-C3,53,5.807,18,1,405,High,False,32.18387096774193,21.619354838709675,57.47822580645161,0.0,0
VET,Japanese Grand Prix 2019,12.125,25.5625,1.0,2.0,2,16,C3,15,C3,22,C2,0,,C3-C3-C2,53,5.807,18,1,405,High,False,32.18387096774193,21.619354838709675,57.47822580645161,0.0,0
HAM,Japanese Grand Prix 2019,20.125,35.6875,4.0,3.0,2,21,C3,21,C2,11,C3,0,,C3-C2-C3,53,5.807,18,1,405,High,False,32.18387096774193,21.619354838709675,57.47822580645161,0.0,0
ALB,Japanese Grand Prix 2019,3.25,19.4375,6.0,4.0,2,15,C3,19,C2,19,C3,0,,C3-C2-C3,53,5.807,18,1,405,High,False,32.18387096774193,21.619354838709675,57.47822580645161,0.0,0
SAI,Japanese Grand Prix 2019,4.125,6.3125,7.0,5.0,1,26,C3,27,C2,0,,0,,C3-C2,53,5.807,18,1,405,High,False,32.18387096774193,21.619354838709675,57.47822580645161,0.0,0
LEC,Japanese Grand Prix 2019,13.4375,25.5625,2.0,6.0,3,3,C3,22,C2,21,C3,6,C3,C3-C2-C3-C3,53,5.807,18,1,405,High,False,32.18387096774193,21.619354838709675,57.47822580645161,0.0,0
GAS,Japanese Grand Prix 2019,4.3125,3.4375,9.0,7.0,1,18,C3,34,C2,0,,0,,C3-C2,53,5.807,18,1,405,High,False,32.18387096774193,21.619354838709675,57.47822580645161,0.0,0
PER,Japanese Grand Prix 2019,2.0625,3.25,17.0,8.0,2,19,C3,22,C2,11,C3,0,,C3-C2-C3,53,5.807,18,1,405,High,False,32.18387096774193,21.619354838709675,57.47822580645161,0.0,0
STR,Japanese Grand Prix 2019,1.1875,3.25,12.0,9.0,1,18,C3,34,C2,0,,0,,C3-C2,53,5.807,18,1,405,High,False,32.18387096774193,21.619354838709675,57.47822580645161,0.0,0
KVY,Japanese Grand Prix 2019,2.0625,3.4375,14.0,10.0,1,27,C3,25,C2,0,,0,,C3-C2,53,5.807,18,1,405,High,False,32.18387096774193,21.619354838709675,57.47822580645161,0.0,0
NOR,Japanese Grand Prix 2019,2.1875,6.3125,8.0,11.0,2,4,C3,21,C2,27,C1,0,,C3-C2-C1,53,5.807,18,1,405,High,False,32.18387096774193,21.619354838709675,57.47822580645161,0.0,0
RAI,Japanese Grand Prix 2019,1.9375,2.1875,13.0,12.0,2,15,C2,21,C1,16,C3,0,,C2-C1-C3,53,5.807,18,1,405,High,False,32.18387096774193,21.619354838709675,57.47822580645161,0.0,0
GRO,Japanese Grand Prix 2019,0.5,1.75,10.0,13.0,1,16,C3,36,C1,0,,0,,C3-C1,53,5.807,18,1,405,High,False,32.18387096774193,21.619354838709675,57.47822580645161,0.0,0
GIO,Japanese Grand Prix 2019,0.25,2.1875,11.0,14.0,2,18,C2,31,C1,3,C3,0,,C2-C1-C3,53,5.807,18,1,405,High,False,32.18387096774193,21.619354838709675,57.47822580645161,0.0,0
MAG,Japanese Grand Prix 2019,1.25,1.75,19.0,15.0,2,17,C2,30,C1,5,C3,0,,C2-C1-C3,53,5.807,18,1,405,High,False,32.18387096774193,21.619354838709675,57.47822580645161,0.0,0
RUS,Japanese Grand Prix 2019,0.0,0.0625,18.0,16.0,1,25,C2,26,C1,0,,0,,C2-C1,53,5.807,18,1,405,High,False,32.18387096774193,21.619354838709675,57.47822580645161,0.0,0
KUB,Japanese Grand Prix 2019,0.0625,0.0625,0.0,17.0,2,22,C2,11,C1,18,C2,0,,C2-C1-C2,53,5.807,18,1,405,High,False,32.18387096774193,21.619354838709675,57.47822580645161,0.0,0
HAM,Mexican Grand Prix 2019,19.88235294117647,36.0,3.0,1.0,1,23,C3,48,C2,0,,0,,C3-C2,71,4.304,17,2,378,High,False,41.633333333333326,23.203030303030303,46.28787878787879,0.0,3
VET,Mexican Grand Prix 2019,12.470588235294118,25.58823529411765,2.0,2.0,1,37,C3,34,C2,0,,0,,C3-C2,71,4.304,17,2,378,High,False,41.633333333333326,23.203030303030303,46.28787878787879,0.0,3
BOT,Mexican Grand Prix 2019,16.11764705882353,36.0,6.0,3.0,1,36,C3,35,C2,0,,0,,C3-C2,71,4.304,17,2,378,High,False,41.633333333333326,23.203030303030303,46.28787878787879,0.0,3
LEC,Mexican Grand Prix 2019,13.117647058823529,25.58823529411765,1.0,4.0,2,15,C3,28,C3,28,C2,0,,C3-C3-C2,71,4.304,17,2,378,High,False,41.633333333333326,23.203030303030303,46.28787878787879,0.0,3
ALB,Mexican Grand Prix 2019,3.764705882352941,19.0,5.0,5.0,2,14,C3,30,C3,27,C2,0,,C3-C3-C2,71,4.304,17,2,378,High,False,41.633333333333326,23.203030303030303,46.28787878787879,0.0,3
VER,Mexican Grand Prix 2019,12.470588235294118,19.0,4.0,6.0,1,5,C3,66,C2,0,,0,,C3-C2,71,4.304,17,2,378,High,False,41.633333333333326,23.203030303030303,46.28787878787879,0.0,3
PER,Mexican Grand Prix 2019,2.176470588235294,3.411764705882353,11.0,7.0,1,20,C3,51,C2,0,,0,,C3-C2,71,4.304,17,2,378,High,False,41.633333333333326,23.203030303030303,46.28787878787879,0.0,3
RIC,Mexican Grand Prix 2019,2.0,4.0,13.0,8.0,1,50,C2,21,C3,0,,0,,C2-C3,71,4.304,17,2,378,High,False,41.633333333333326,23.203030303030303,46.28787878787879,0.0,3
GAS,Mexican Grand Prix 2019,4.411764705882353,3.6470588235294117,10.0,9.0,2,9,C4,40,C2,21,C3,0,,C4-C2-C3,71,4.304,17,2,378,High,False,41.633333333333326,23.203030303030303,46.28787878787879,0.0,3
HUL,Mexican Grand Prix 2019,2.0,4.0,12.0,10.0,1,18,C3,52,C2,0,,0,,C3-C2,71,4.304,17,2,378,High,False,41.633333333333326,23.203030303030303,46.28787878787879,0.0,3
KVY,Mexican Grand Prix 2019,2.0,3.6470588235294117,9.0,11.0,2,10,C4,34,C2,26,C3,0,,C4-C2-C3,71,4.304,17,2,378,High,False,41.633333333333326,23.203030303030303,46.28787878787879,0.0,3
STR,Mexican Grand Prix 2019,1.2352941176470589,3.411764705882353,16.0,12.0,1,37,C3,33,C2,0,,0,,C3-C2,71,4.304,17,2,378,High,False,41.633333333333326,23.203030303030303,46.28787878787879,0.0,3
SAI,Mexican Grand Prix 2019,4.470588235294118,6.529411764705882,7.0,13.0,2,15,C4,20,C2,35,C3,0,,C4-C2-C3,71,4.304,17,2,378,High,False,41.633333333333326,23.203030303030303,46.28787878787879,0.0,3
GIO,Mexican Grand Prix 2019,0.23529411764705882,2.0588235294117645,15.0,14.0,1,21,C3,49,C2,0,,0,,C3-C2,71,4.304,17,2,378,High,False,41.633333333333326,23.203030303030303,46.28787878787879,0.0,3
MAG,Mexican Grand Prix 2019,1.1764705882352942,1.6470588235294117,17.0,15.0,1,28,C3,41,C2,0,,0,,C3-C2,71,4.304,17,2,378,High,False,41.633333333333326,23.203030303030303,46.28787878787879,0.0,3
RUS,Mexican Grand Prix 2019,0.0,0.058823529411764705,19.0,16.0,1,22,C3,47,C2,0,,0,,C3-C2,71,4.304,17,2,378,High,False,41.633333333333326,23.203030303030303,46.28787878787879,0.0,3
GRO,Mexican Grand Prix 2019,0.47058823529411764,1.6470588235294117,18.0,17.0,1,37,C3,32,C2,0,,0,,C3-C2,71,4.304,17,2,378,High,False,41.633333333333326,23.203030303030303,46.28787878787879,0.0,3
KUB,Mexican Grand Prix 2019,0.058823529411764705,0.058823529411764705,20.0,18.0,2,21,C3,39,C2,9,C3,0,,C3-C2-C3,71,4.304,17,2,378,High,False,41.633333333333326,23.203030303030303,46.28787878787879,0.0,3
BOT,United States Grand Prix 2019,16.055555555555557,36.22222222222222,1.0,1.0,2,14,C3,21,C2,21,C3,0,,C3-C2-C3,56,5.513,20,2,414,Medium,False,29.081679389312974,21.475572519083972,29.242748091603048,0.0,0
HAM,United States Grand Prix 2019,20.166666666666668,36.22222222222222,5.0,2.0,1,24,C3,32,C2,0,,0,,C3-C2,56,5.513,20,2,414,Medium,False,29.081679389312974,21.475572519083972,29.242748091603048,0.0,0
VER,United States Grand Prix 2019,12.222222222222221,18.944444444444443,3.0,3.0,2,13,C3,21,C2,22,C3,0,,C3-C2-C3,56,5.513,20,2,414,Medium,False,29.081679389312974,21.475572519083972,29.242748091603048,0.0,0
LEC,United States Grand Prix 2019,13.11111111111111,25.88888888888889,4.0,4.0,2,20,C3,22,C2,14,C4,0,,C3-C2-C4,56,5.513,20,2,414,Medium,False,29.081679389312974,21.475572519083972,29.242748091603048,0.0,0
ALB,United States Grand Prix 2019,4.111111111111111,18.944444444444443,6.0,5.0,3,1,C4,19,C3,20,C3,16,C4,C4-C3-C3-C4,56,5.513,20,2,414,Medium,False,29.081679389312974,21.475572519083972,29.242748091603048,0.0,0
RIC,United States Grand Prix 2019,2.111111111111111,4.055555555555555,9.0,6.0,1,21,C4,35,C2,0,,0,,C4-C2,56,5.513,20,2,414,Medium,False,29.081679389312974,21.475572519083972,29.242748091603048,0.0,0
NOR,United States Grand Prix 2019,1.9444444444444444,6.166666666666667,8.0,7.0,2,19,C4,23,C2,14,C3,0,,C4-C2-C3,56,5.513,20,2,414,Medium,False,29.081679389312974,21.475572519083972,29.242748091603048,0.0,0
SAI,United States Grand Prix 2019,4.222222222222222,6.166666666666667,7.0,8.0,1,18,C4,37,C2,0,,0,,C4-C2,56,5.513,20,2,414,Medium,False,29.081679389312974,21.475572519083972,29.242748091603048,0.0,0
HUL,United States Grand Prix 2019,1.9444444444444444,4.055555555555555,11.0,9.0,2,27,C2,12,C3,16,C4,0,,C2-C3-C4,56,5.513,20,2,414,Medium,False,29.081679389312974,21.475572519083972,29.242748091603048,0.0,0
PER,United States Grand Prix 2019,2.388888888888889,3.5555555555555554,0.0,10.0,1,24,C3,31,C2,0,,0,,C3-C2,56,5.513,20,2,414,Medium,False,29.081679389312974,21.475572519083972,29.242748091603048,0.0,0
RAI,United States Grand Prix 2019,1.7222222222222223,1.9444444444444444,17.0,11.0,2,18,C4,22,C2,15,C4,0,,C4-C2-C4,56,5.513,20,2,414,Medium,False,29.081679389312974,21.475572519083972,29.242748091603048,0.0,0
KVY,United States Grand Prix 2019,1.8888888888888888,3.5555555555555554,13.0,12.0,2,21,C2,18,C3,16,C4,0,,C2-C3-C4,56,5.513,20,2,414,Medium,False,29.081679389312974,21.475572519083972,29.242748091603048,0.0,0
STR,United States Grand Prix 2019,1.1666666666666667,3.5555555555555554,14.0,13.0,2,9,C3,20,C2,26,C4,0,,C3-C2-C4,56,5.513,20,2,414,Medium,False,29.081679389312974,21.475572519083972,29.242748091603048,0.0,0
GIO,United States Grand Prix 2019,0.2222222222222222,1.9444444444444444,16.0,14.0,2,17,C3,22,C2,16,C4,0,,C3-C2-C4,56,5.513,20,2,414,Medium,False,29.081679389312974,21.475572519083972,29.242748091603048,0.0,0
GRO,United States Grand Prix 2019,0.4444444444444444,1.5555555555555556,15.0,15.0,1,24,C3,31,C2,0,,0,,C3-C2,56,5.513,20,2,414,Medium,False,29.081679389312974,21.475572519083972,29.242748091603048,0.0,0
RUS,United States Grand Prix 2019,0.0,0.05555555555555555,18.0,17.0,2,23,C3,23,C2,8,C4,0,,C3-C2-C4,56,5.513,20,2,414,Medium,False,29.081679389312974,21.475572519083972,29.242748091603048,0.0,0
VER,Brazilian Grand Prix 2019,12.368421052631579,19.263157894736842,1.0,1.0,3,21,C3,23,C3,10,C2,17,C3,C3-C3-C2-C3,71,4.309,15,2,295,Medium,False,46.45343511450381,21.016793893129773,60.289312977099236,0.0,11
GAS,Brazilian Grand Prix 2019,4.052631578947368,3.3684210526315788,6.0,2.0,2,22,C3,25,C2,24,C3,0,,C3-C2-C3,71,4.309,15,2,295,Medium,False,46.45343511450381,21.016793893129773,60.289312977099236,0.0,11
SAI,Brazilian Grand Prix 2019,4.2105263157894735,6.368421052631579,20.0,3.0,1,29,C3,42,C2,0,,0,,C3-C2,71,4.309,15,2,295,Medium,False,46.45343511450381,21.016793893129773,60.289312977099236,0.0,11
RAI,Brazilian Grand Prix 2019,1.631578947368421,1.8421052631578947,8.0,4.0,2,21,C3,26,C2,24,C3,0,,C3-C2-C3,71,4.309,15,2,295,Medium,False,46.45343511450381,21.016793893129773,60.289312977099236,0.0,11
GIO,Brazilian Grand Prix 2019,0.21052631578947367,1.8421052631578947,12.0,5.0,2,20,C3,26,C2,25,C3,0,,C3-C2-C3,71,4.309,15,2,295,Medium,False,46.45343511450381,21.016793893129773,60.289312977099236,0.0,11
RIC,Brazilian Grand Prix 2019,2.4210526315789473,4.368421052631579,11.0,6.0,2,8,C2,32,C3,31,C3,0,,C2-C3-C3,71,4.309,15,2,295,Medium,False,46.45343511450381,21.016793893129773,60.289312977099236,0.0,11
HAM,Brazilian Grand Prix 2019,20.05263157894737,36.578947368421055,3.0,7.0,3,20,C3,23,C3,23,C2,5,C3,C3-C3-C2-C3,71,4.309,15,2,295,Medium,False,46.45343511450381,21.016793893129773,60.289312977099236,0.0,11
NOR,Brazilian Grand Prix 2019,2.1578947368421053,6.368421052631579,10.0,8.0,2,27,C3,26,C1,18,C2,0,,C3-C1-C2,71,4.309,15,2,295,Medium,False,46.45343511450381,21.016793893129773,60.289312977099236,0.0,11
PER,Brazilian Grand Prix 2019,2.3157894736842106,3.4210526315789473,15.0,9.0,2,17,C3,28,C2,26,C3,0,,C3-C2-C3,71,4.309,15,2,295,Medium,False,46.45343511450381,21.016793893129773,60.289312977099236,0.0,11
KVY,Brazilian Grand Prix 2019,1.7894736842105263,3.3684210526315788,16.0,10.0,2,23,C2,23,C3,25,C3,0,,C2-C3-C3,71,4.309,15,2,295,Medium,False,46.45343511450381,21.016793893129773,60.289312977099236,0.0,11
MAG,Brazilian Grand Prix 2019,1.0526315789473684,1.4736842105263157,9.0,11.0,2,27,C3,26,C2,18,C3,0,,C3-C2-C3,71,4.309,15,2,295,Medium,False,46.45343511450381,21.016793893129773,60.289312977099236,0.0,11
RUS,Brazilian Grand Prix 2019,0.0,0.05263157894736842,18.0,12.0,3,23,C2,31,C2,12,C3,5,C3,C2-C2-C3-C3,71,4.309,15,2,295,Medium,False,46.45343511450381,21.016793893129773,60.289312977099236,0.0,11
GRO,Brazilian Grand Prix 2019,0.42105263157894735,1.4736842105263157,7.0,13.0,2,26,C3,39,C2,6,C3,0,,C3-C2-C3,71,4.309,15,2,295,Medium,False,46.45343511450381,21.016793893129773,60.289312977099236,0.0,11
ALB,Brazilian Grand Prix 2019,4.421052631578948,19.263157894736842,5.0,14.0,2,24,C3,26,C2,21,C3,0,,C3-C2-C3,71,4.309,15,2,295,Medium,False,46.45343511450381,21.016793893129773,60.289312977099236,0.0,11
HUL,Brazilian Grand Prix 2019,1.9473684210526316,4.368421052631579,13.0,15.0,3,27,C2,17,C1,9,C3,18,C3,C2-C1-C3-C3,71,4.309,15,2,295,Medium,False,46.45343511450381,21.016793893129773,60.289312977099236,0.0,11
KUB,Brazilian Grand Prix 2019,0.05263157894736842,0.05263157894736842,19.0,16.0,4,20,C2,16,C2,17,C1,13,C3,C2-C2-C1-C3,71,4.309,15,2,295,Medium,False,46.45343511450381,21.016793893129773,60.289312977099236,0.0,11
HAM,Abu Dhabi Grand Prix 2019,19.35,35.05,1.0,1.0,1,26,C4,29,C3,0,,0,,C4-C3,55,5.554,16,2,630,Medium,False,29.566165413533835,26.018045112781955,64.47142857142858,0.0,0
VER,Abu Dhabi Grand Prix 2019,13.0,19.55,2.0,2.0,1,25,C4,30,C3,0,,0,,C4-C3,55,5.554,16,2,630,Medium,False,29.566165413533835,26.018045112781955,64.47142857142858,0.0,0
LEC,Abu Dhabi Grand Prix 2019,12.45,23.95,3.0,3.0,2,12,C4,26,C3,17,C5,0,,C4-C3-C5,55,5.554,16,2,630,Medium,False,29.566165413533835,26.018045112781955,64.47142857142858,0.0,0
BOT,Abu Dhabi Grand Prix 2019,15.7,35.05,20.0,4.0,1,29,C4,26,C3,0,,0,,C4-C3,55,5.554,16,2,630,Medium,False,29.566165413533835,26.018045112781955,64.47142857142858,0.0,0
VET,Abu Dhabi Grand Prix 2019,11.5,23.95,4.0,5.0,2,12,C5,26,C3,17,C4,0,,C5-C3-C4,55,5.554,16,2,630,Medium,False,29.566165413533835,26.018045112781955,64.47142857142858,0.0,0
ALB,Abu Dhabi Grand Prix 2019,4.2,19.55,5.0,6.0,1,13,C4,42,C3,0,,0,,C4-C3,55,5.554,16,2,630,Medium,False,29.566165413533835,26.018045112781955,64.47142857142858,0.0,0
PER,Abu Dhabi Grand Prix 2019,2.3,3.35,10.0,7.0,1,37,C4,17,C3,0,,0,,C4-C3,55,5.554,16,2,630,Medium,False,29.566165413533835,26.018045112781955,64.47142857142858,0.0,0
NOR,Abu Dhabi Grand Prix 2019,2.25,7.0,6.0,8.0,1,8,C5,46,C3,0,,0,,C5-C3,55,5.554,16,2,630,Medium,False,29.566165413533835,26.018045112781955,64.47142857142858,0.0,0
KVY,Abu Dhabi Grand Prix 2019,1.75,4.15,13.0,9.0,1,40,C3,14,C4,0,,0,,C3-C4,55,5.554,16,2,630,Medium,False,29.566165413533835,26.018045112781955,64.47142857142858,0.0,0
SAI,Abu Dhabi Grand Prix 2019,4.75,7.0,8.0,10.0,2,12,C5,29,C3,13,C4,0,,C5-C3-C4,55,5.554,16,2,630,Medium,False,29.566165413533835,26.018045112781955,64.47142857142858,0.0,0
RIC,Abu Dhabi Grand Prix 2019,2.7,4.55,7.0,11.0,2,11,C5,31,C3,12,C5,0,,C5-C3-C5,55,5.554,16,2,630,Medium,False,29.566165413533835,26.018045112781955,64.47142857142858,0.0,0
HUL,Abu Dhabi Grand Prix 2019,1.85,4.55,9.0,12.0,1,18,C5,36,C4,0,,0,,C5-C4,55,5.554,16,2,630,Medium,False,29.566165413533835,26.018045112781955,64.47142857142858,0.0,0
RAI,Abu Dhabi Grand Prix 2019,2.15,2.85,17.0,13.0,1,22,C4,32,C3,0,,0,,C4-C3,55,5.554,16,2,630,Medium,False,29.566165413533835,26.018045112781955,64.47142857142858,0.0,0
MAG,Abu Dhabi Grand Prix 2019,1.0,1.4,14.0,14.0,1,20,C4,34,C3,0,,0,,C4-C3,55,5.554,16,2,630,Medium,False,29.566165413533835,26.018045112781955,64.47142857142858,0.0,0
GRO,Abu Dhabi Grand Prix 2019,0.4,1.4,15.0,15.0,1,18,C4,36,C3,0,,0,,C4-C3,55,5.554,16,2,630,Medium,False,29.566165413533835,26.018045112781955,64.47142857142858,0.0,0
GIO,Abu Dhabi Grand Prix 2019,0.7,2.85,16.0,16.0,2,8,C5,18,C3,28,C4,0,,C5-C3-C4,55,5.554,16,2,630,Medium,False,29.566165413533835,26.018045112781955,64.47142857142858,0.0,0
RUS,Abu Dhabi Grand Prix 2019,0.0,0.05,18.0,17.0,1,32,C3,22,C4,0,,0,,C3-C4,55,5.554,16,2,630,Medium,False,29.566165413533835,26.018045112781955,64.47142857142858,0.0,0
GAS,Abu Dhabi Grand Prix 2019,4.75,4.15,11.0,18.0,1,1,C4,52,C3,0,,0,,C4-C3,55,5.554,16,2,630,Medium,False,29.566165413533835,26.018045112781955,64.47142857142858,0.0,0
KUB,Abu Dhabi Grand Prix 2019,0.05,0.05,19.0,19.0,1,24,C3,29,C4,0,,0,,C3-C4,55,5.554,16,2,630,Medium,False,29.566165413533835,26.018045112781955,64.47142857142858,0.0,0
BOT,Austrian Grand Prix 2020,15.523809523809524,35.19047619047619,1.0,1.0,2,24,C4,30,C2,14,C2,0,,C4-C2-C2,71,4.318,10,3,359,Medium,False,52.025,28.684166666666666,33.8325,0.0,19
LEC,Austrian Grand Prix 2020,12.571428571428571,24.0,7.0,2.0,3,24,C4,25,C2,5,C3,13,C3,C4-C2-C3-C3,71,4.318,10,3,359,Medium,False,52.025,28.684166666666666,33.8325,0.0,19
NOR,Austrian Grand Prix 2020,2.3333333333333335,6.904761904761905,3.0,3.0,3,24,C4,25,C2,5,C3,13,C3,C4-C2-C3-C3,71,4.318,10,3,359,Medium,False,52.025,28.684166666666666,33.8325,0.0,19
HAM,Austrian Grand Prix 2020,19.666666666666668,35.19047619047619,5.0,4.0,2,24,C4,30,C2,13,C2,0,,C4-C2-C2,71,4.318,10,3,359,Medium,False,52.025,28.684166666666666,33.8325,0.0,19
SAI,Austrian Grand Prix 2020,4.571428571428571,6.904761904761905,8.0,5.0,3,24,C4,26,C2,4,C3,13,C3,C4-C2-C3-C3,71,4.318,10,3,359,Medium,False,52.025,28.684166666666666,33.8325,0.0,19
PER,Austrian Grand Prix 2020,2.4761904761904763,3.4761904761904763,6.0,6.0,2,24,C4,30,C3,13,C3,0,,C4-C3-C3,71,4.318,10,3,359,Medium,False,52.025,28.684166666666666,33.8325,0.0,19
GAS,Austrian Grand Prix 2020,4.523809523809524,4.0476190476190474,12.0,7.0,2,24,C3,30,C2,13,C2,0,,C3-C2-C2,71,4.318,10,3,359,Medium,False,52.025,28.684166666666666,33.8325,0.0,19
OCO,Austrian Grand Prix 2020,0.0,4.333333333333333,14.0,8.0,2,24,C3,30,C2,13,C2,0,,C3-C2-C2,71,4.318,10,3,359,Medium,False,52.025,28.684166666666666,33.8325,0.0,19
GIO,Austrian Grand Prix 2020,0.6666666666666666,2.7142857142857144,18.0,9.0,3,23,C3,30,C2,1,C4,13,C4,C3-C2-C4-C4,71,4.318,10,3,359,Medium,False,52.025,28.684166666666666,33.8325,0.0,19
VET,Austrian Grand Prix 2020,11.428571428571429,24.0,11.0,10.0,3,24,C3,25,C2,5,C4,13,C4,C3-C2-C4-C4,71,4.318,10,3,359,Medium,False,52.025,28.684166666666666,33.8325,0.0,19
LAT,Austrian Grand Prix 2020,0.0,0.047619047619047616,20.0,11.0,3,25,C3,25,C2,4,C4,13,C4,C3-C2-C4-C4,71,4.318,10,3,359,Medium,False,52.025,28.684166666666666,33.8325,0.0,19
HAM,Styrian Grand Prix 2020,12.0,37.0,1.0,1.0,1,27,C4,44,C3,0,,0,,C4-C3,71,4.318,10,3,359,Medium,False,39.919999999999995,20.822499999999998,34.005,0.016666666666666666,3
BOT,Styrian Grand Prix 2020,25.0,37.0,4.0,2.0,1,34,C4,37,C3,0,,0,,C4-C3,71,4.318,10,3,359,Medium,False,39.919999999999995,20.822499999999998,34.005,0.016666666666666666,3
VER,Styrian Grand Prix 2020,0.0,0.0,2.0,3.0,2,24,C4,44,C3,3,C4,0,,C4-C3-C4,71,4.318,10,3,359,Medium,False,39.919999999999995,20.822499999999998,34.005,0.016666666666666666,3
ALB,Styrian Grand Prix 2020,0.0,0.0,6.0,4.0,1,35,C4,36,C3,0,,0,,C4-C3,71,4.318,10,3,359,Medium,False,39.919999999999995,20.822499999999998,34.005,0.016666666666666666,3
NOR,Styrian Grand Prix 2020,16.0,26.0,9.0,5.0,1,39,C4,32,C3,0,,0,,C4-C3,71,4.318,10,3,359,Medium,False,39.919999999999995,20.822499999999998,34.005,0.016666666666666666,3
PER,Styrian Grand Prix 2020,8.0,8.0,17.0,6.0,1,38,C4,33,C3,0,,0,,C4-C3,71,4.318,10,3,359,Medium,False,39.919999999999995,20.822499999999998,34.005,0.016666666666666666,3
STR,Styrian Grand Prix 2020,0.0,8.0,12.0,7.0,1,33,C4,38,C3,0,,0,,C4-C3,71,4.318,10,3,359,Medium,False,39.919999999999995,20.822499999999998,34.005,0.016666666666666666,3
RIC,Styrian Grand Prix 2020,0.0,4.0,8.0,8.0,1,37,C3,34,C4,0,,0,,C3-C4,71,4.318,10,3,359,Medium,False,39.919999999999995,20.822499999999998,34.005,0.016666666666666666,3
SAI,Styrian Grand Prix 2020,10.0,26.0,3.0,9.0,2,32,C4,34,C3,4,C4,0,,C4-C3-C4,71,4.318,10,3,359,Medium,False,39.919999999999995,20.822499999999998,34.005,0.016666666666666666,3
